Giá,Diện tích,Mã tin,Mặt tiền,Đường trước nhà,Số tầng,Số phòng,Số toilet,Nội thất Copy
4.85,50.0,204080,4,3,5,6,1,đầy đủ
2.1,30.0,204078,4,1,2,1,1,không
2.2,34.0,204075,4,1,1,1,1,không
6.2,45.0,204071,1,1,1,1,1,không
3.4,33.0,204066,4,1,4,4,1,không
2.95,46.0,204059,1,1,1,1,1,không
3.5,32.0,204058,1,3,4,4,1,không
3.95,42.0,204054,1,1,1,1,1,không
8.5,81.0,204052,4,4,4,8,8,không
2.48,30.0,204049,1,1,1,1,1,không
4.8,0.0,204041,1,1,1,1,1,không
17.3,83.0,204035,4,10,4,4,1,đầy đủ
2.96,42.0,204034,4,1,4,5,1,đầy đủ
20.5,55.0,204031,5,15,5,4,1,đầy đủ
4.38,0.0,204029,1,1,1,1,1,không
9.8,75.0,204170,5,6,4,4,3,đầy đủ
2.89,40.0,204165,5,3,5,3,1,đầy đủ
10.2,90.0,204025,4,5,5,6,5,đầy đủ
3.05,50.0,204022,1,1,1,1,1,không
9.9,96.0,204020,6,3,6,4,6,không
3.65,37.0,204019,1,1,5,1,1,không
3.0,49.0,204018,1,1,4,8,1,không
3.6,0.0,204017,1,1,1,1,1,không
6.6,60.0,204015,1,1,1,1,1,không
3.8,0.0,204013,1,1,1,1,1,không
4.8,0.0,204011,1,1,1,1,1,không
4.1,50.0,204006,5,3,4,2,1,đầy đủ
2.6,0.0,204005,1,1,1,1,1,không
2.85,30.0,204003,1,1,1,1,1,không
2.6,22.0,204002,1,1,1,1,1,không
2.25,25.0,204001,1,1,1,1,1,không
1.75,20.0,203999,1,1,1,1,1,không
2.25,0.0,203998,1,1,1,1,1,không
4.1,52.0,201994,6,2,5,6,1,đầy đủ
4.3,45.0,203205,6,3,6,5,5,không
2.98,45.0,203991,4,1,4,5,1,đầy đủ
2.9,49.0,203211,4,3,3,3,1,đầy đủ
4.7,40.0,203072,4,3,5,5,1,đầy đủ
4.15,52.0,203051,4,3,5,4,4,đầy đủ
35.0,90.0,203005,5,15,7,8,1,đầy đủ
3.1,35.0,203989,4,3,4,4,1,đầy đủ
26.0,85.0,203988,5,9,3,3,1,đầy đủ
4.45,48.0,203986,4,1,5,5,1,không
2.8,33.0,203984,1,1,1,1,1,không
2.78,32.0,203982,1,1,1,1,1,không
2.6,30.0,203980,4,3,3,3,1,không
2.8,0.0,203976,1,1,1,1,1,không
5.2,50.0,204028,4,3,5,4,1,đầy đủ
6.9,50.0,203971,1,1,1,1,1,không
3.8,42.0,203969,1,1,1,1,1,không
7.4,47.0,203968,6,20,4,5,5,không
6.3,66.0,203963,4,3,5,4,5,không
2.2,0.0,203955,1,1,1,1,1,không
7.8,63.0,203954,4,1,3,1,1,không
2.7,30.0,203952,1,1,1,1,1,không
8.7,30.0,203951,1,1,5,4,1,không
4.5,50.0,203949,4,3,4,4,1,đầy đủ
2.2,40.0,203947,1,1,1,1,1,không
5.1,75.0,203943,6,3,4,4,3,đầy đủ
3.5,26.0,203940,1,1,1,1,1,không
5.55,55.0,203938,3,5,4,4,1,đầy đủ
1.9,0.0,203937,1,1,1,1,1,không
6.0,50.0,203935,5,4,5,5,1,không
5.5,53.0,203933,3,5,4,4,1,đầy đủ
2.28,22.0,203932,1,1,5,3,1,không
4.6,40.0,203927,1,1,1,1,1,không
0.0,0.0,203923,1,1,1,1,1,không
26.5,42.0,203922,4,12,7,7,7,đầy đủ
2.98,52.0,203920,1,1,1,1,1,không
0.0,0.0,203908,1,1,1,1,1,không
20.0,124.0,203907,9,20,5,5,5,đầy đủ
3.2,40.0,203904,1,1,1,1,1,không
2.55,24.0,203901,1,1,1,1,1,không
3.35,53.0,203900,1,1,1,1,1,không
3.3,38.0,203894,4,1,5,4,3,không
16.8,141.0,203884,10,3,3,5,5,đầy đủ
4.7,35.0,203974,4,5,4,3,1,đầy đủ
7.9,90.0,203876,6,4,4,3,4,không
7.6,50.0,203972,5,3,6,4,1,đầy đủ
2.5,25.0,197781,1,1,1,1,1,không
2.5,40.0,198517,1,1,1,1,1,không
3.4,54.0,203858,1,1,1,1,1,không
44.0,200.0,203857,10,20,4,6,6,không
5.6,35.0,203856,38,20,6,5,6,không
3.5,45.0,203854,4,3,5,6,1,đầy đủ
4.45,40.0,203853,5,3,5,3,1,đầy đủ
0.0,0.0,203852,1,1,1,1,1,không
4.9,67.0,203850,1,1,3,1,1,không
3.15,38.0,203848,1,1,1,1,1,không
3.4,40.0,203847,5,3,5,3,1,đầy đủ
29.0,42.0,203843,4,1,4,5,1,đầy đủ
2.9,30.0,201135,4,3,5,3,4,đầy đủ
4.4,36.0,203840,4,9,5,3,4,đầy đủ
3.8,50.0,203823,4,3,5,6,1,đầy đủ
3.25,45.0,202938,4,3,5,6,1,đầy đủ
3.7,35.0,202843,5,2,5,4,1,đầy đủ
2.7,0.0,203818,1,1,1,1,1,không
2.2,28.0,203813,3,5,3,3,1,đầy đủ
2.85,0.0,203806,1,1,1,1,1,không
2.35,24.0,203804,1,1,5,3,1,không
3.5,34.0,203801,1,1,5,4,1,không
3.1,42.0,203790,1,1,1,1,1,không
6.2,44.0,203789,3,5,3,3,1,đầy đủ
3.15,45.0,203788,1,1,1,1,1,không
4.2,60.0,203785,5,1,3,3,1,không
31.0,120.0,203780,6,5,9,6,9,đầy đủ
23.0,70.0,203779,5,4,7,5,1,đầy đủ
3.8,40.0,203774,4,3,4,3,1,đầy đủ
1.85,20.0,203772,3,2,4,3,3,cơ bản
2.85,26.0,203771,1,1,1,1,1,không
15.8,100.0,203736,5,1,2,5,1,đầy đủ
4.8,36.0,203735,6,1,5,4,1,không
2.9,40.0,203711,4,1,4,5,1,đầy đủ
4.3,50.0,203692,4,5,5,3,4,không
4.2,45.0,203687,1,1,1,1,1,không
1.65,24.0,203661,1,1,1,1,1,không
3.4,40.0,203658,1,1,1,1,1,không
2.9,40.0,203657,4,1,4,5,1,đầy đủ
2.48,0.0,203656,1,1,1,1,1,không
10.5,81.0,203653,6,5,3,3,3,không
15.8,100.0,203651,5,1,2,5,1,đầy đủ
2.95,21.0,203650,1,1,1,1,1,không
6.6,43.0,203648,4,10,5,4,3,cơ bản
3.35,43.0,203647,6,2,5,3,4,cơ bản
5.5,40.0,196246,5,4,6,4,6,cơ bản
3.3,41.0,200447,5,2,4,4,4,không
0.0,32.0,200446,3,2,4,3,4,không
5.8,50.0,195728,4,5,5,4,5,cơ bản
4.2,45.0,196247,5,2,2,3,2,không
5.4,32.0,202684,5,5,4,2,3,không
4.2,50.0,202834,5,3,4,5,4,không
3.65,36.0,203641,1,1,1,1,1,không
6.25,57.0,203637,4,3,5,4,1,không
3.5,45.0,203636,1,1,1,1,1,không
3.5,43.0,203632,1,1,1,1,1,không
4.4,32.0,203629,1,3,5,3,1,không
2.98,30.0,203627,1,1,1,1,1,không
14.0,60.0,203620,4,1,5,5,4,không
14.0,60.0,203619,4,1,5,6,4,không
4.2,40.0,203618,3,5,5,3,1,đầy đủ
4.2,40.0,203614,3,5,4,3,1,đầy đủ
7.5,0.0,203599,1,1,1,1,1,không
2.46,0.0,203598,1,1,1,1,1,không
7.65,60.0,203587,3,5,3,3,1,đầy đủ
2.85,32.0,203576,4,1,5,3,1,không
4.8,40.0,203573,1,1,1,1,1,không
2.6,31.0,203571,4,2,5,3,4,cơ bản
0.0,0.0,203552,1,1,1,1,1,không
1.85,25.0,203551,1,1,1,1,1,không
3.65,36.0,203550,4,3,5,3,1,không
2.8,35.0,203542,4,3,5,3,1,đầy đủ
2.7,27.0,203538,1,1,1,1,1,không
1.95,22.0,201207,3,3,4,1,3,cơ bản
1.65,20.0,201362,4,4,4,1,1,không
3.95,44.0,203520,4,3,5,3,1,không
2.35,21.0,203508,1,1,5,3,1,không
2.8,34.0,203482,1,1,1,1,1,không
3.75,45.0,203476,5,3,5,5,1,không
8.0,65.0,203474,4,4,5,7,1,không
3.9,40.0,203473,4,3,5,5,5,không
13.8,70.0,203472,5,20,5,6,6,không
8.5,66.0,203471,1,1,1,1,1,không
3.35,0.0,203465,1,1,5,4,1,không
4.9,68.0,203464,1,7,1,1,1,không
8.7,60.0,203463,1,1,1,1,1,không
7.4,38.0,203462,1,1,1,1,1,không
14.5,60.0,203458,1,1,1,1,1,không
5.65,77.0,203456,6,1,1,1,1,không
15.8,100.0,203453,5,1,2,5,1,đầy đủ
5.5,42.0,203442,4,3,4,4,3,đầy đủ
5.5,42.0,203443,4,3,4,4,3,đầy đủ
5.5,42.0,203444,4,3,4,4,3,đầy đủ
5.5,42.0,203445,4,3,4,4,3,đầy đủ
5.5,42.0,203446,4,3,4,4,3,đầy đủ
5.5,42.0,203447,4,3,4,4,3,đầy đủ
3.89,58.0,203438,1,2,4,5,3,đầy đủ
3.25,32.0,203434,1,3,5,4,1,không
4.4,60.0,203429,1,1,1,1,1,không
235.0,600.0,203427,15,10,5,8,8,không
3.36,33.0,203425,1,1,1,1,1,không
2.7,0.0,203421,1,1,1,1,1,không
2.45,30.0,203419,1,1,1,1,1,không
5.5,45.0,203402,1,1,1,1,1,không
3.85,60.0,203374,4,3,4,4,3,đầy đủ
7.8,50.0,203370,1,1,1,1,1,không
7.6,60.0,203367,1,1,1,1,1,không
3.8,40.0,203338,4,3,4,4,3,không
3.7,60.0,203478,4,3,4,4,3,đầy đủ
3.6,50.0,203477,6,3,5,4,4,đầy đủ
0.0,40.0,203312,5,3,4,1,1,không
4.3,32.0,203311,4,4,4,3,1,không
2.79,0.0,203307,1,1,1,1,1,không
23.0,95.0,203306,14,15,4,12,7,cơ bản
11.0,70.0,203305,6,3,5,6,5,không
4.3,32.0,203303,1,1,1,1,1,không
3.3,40.0,203300,1,1,3,3,1,không
3.3,57.0,203299,4,1,5,1,1,không
5.05,54.0,203298,1,1,1,1,1,không
2.55,33.0,203296,1,1,1,1,1,không
3.4,0.0,203295,1,1,1,1,1,không
3.95,43.0,203294,1,1,5,1,1,không
1.43,16.0,203279,3,1,4,3,1,đầy đủ
3.8,44.0,189266,6,1,5,1,1,đầy đủ
2.6,50.0,202034,5,1,1,1,1,không
0.0,0.0,200664,3,1,1,1,1,không
3.5,40.0,202064,3,1,4,4,3,đầy đủ
1.8,24.0,200938,4,1,3,1,1,không
3.2,40.0,202179,3,1,4,4,3,đầy đủ
1.3,18.0,201390,3,1,1,1,1,không
3.0,41.0,201752,5,1,4,1,1,cơ bản
2.65,45.0,200130,5,1,1,1,1,không
1.89,26.0,202495,3,1,4,1,1,đầy đủ
1.5,22.0,202683,3,1,4,1,1,đầy đủ
3.4,47.0,202029,5,1,4,1,1,cơ bản
6.4,45.0,203278,1,1,1,1,1,không
3.75,40.0,203265,1,1,1,1,1,không
5.0,44.0,203258,3,4,3,3,1,đầy đủ
5.0,44.0,203259,3,4,3,3,1,đầy đủ
4.15,45.0,203255,5,1,4,1,1,không
15.99,56.0,203254,1,1,1,1,1,không
5.1,32.0,203244,1,1,1,1,1,không
20.0,120.0,203241,6,15,6,7,8,không
3.35,33.0,203234,3,4,5,3,1,đầy đủ
3.3,50.0,203224,1,1,1,1,1,không
9.99,100.0,203216,10,1,5,10,1,đầy đủ
5.65,60.0,203206,1,1,1,1,1,không
4.8,55.0,202647,5,3,5,8,4,đầy đủ
3.78,47.0,200581,3,3,3,5,3,cơ bản
3.6,37.0,202574,4,1,4,3,3,đầy đủ
4.88,67.0,203204,1,7,1,1,1,không
1.85,25.0,203202,1,1,1,1,1,không
1.85,25.0,203200,1,1,1,1,1,không
0.0,0.0,203199,1,1,1,1,1,không
1.85,25.0,203198,1,1,1,1,1,không
2.05,25.0,201368,1,1,1,1,1,không
2.05,25.0,201688,1,1,1,1,1,không
2.05,25.0,201685,1,1,1,1,1,không
2.05,25.0,201694,1,1,1,1,1,không
0.0,25.0,202582,1,1,1,1,1,không
0.0,0.0,202581,1,1,1,1,1,không
2.05,25.0,202583,1,1,1,1,1,không
2.05,25.0,202584,1,1,1,1,1,không
2.05,25.0,202585,1,1,1,1,1,không
2.05,25.0,202586,1,1,1,1,1,không
4.69,65.0,203193,1,1,3,1,1,không
3.2,60.0,203181,5,1,4,4,1,đầy đủ
3.2,60.0,203173,5,1,4,4,3,đầy đủ
2.65,30.0,203168,5,1,5,3,1,không
7.5,70.0,203326,4,5,4,4,3,đầy đủ
8.5,85.0,203160,1,1,1,1,1,không
7.95,50.0,203315,5,5,5,5,4,đầy đủ
3.65,50.0,203147,1,1,4,1,1,không
4.3,48.0,203145,4,4,5,5,1,không
5.15,55.0,203144,5,4,5,8,8,không
2.38,0.0,203139,1,1,1,1,1,không
3.35,36.0,203138,1,1,1,1,1,không
3.2,36.0,200061,1,1,5,1,1,không
7.2,50.0,203130,1,1,1,1,1,không
26.9,0.0,203128,1,1,1,1,1,không
6.45,47.0,203124,3,4,5,3,1,đầy đủ
2.8,30.0,203122,1,1,1,1,1,không
3.28,0.0,203113,1,1,1,1,1,không
6.4,47.0,203109,3,4,5,3,1,đầy đủ
75.0,68.0,203104,14,12,6,4,6,đầy đủ
300.0,400.0,203092,1,1,1,1,1,không
70.0,201.0,203087,1,1,1,1,1,không
3.345,36.0,203086,1,1,1,1,1,không
7.8,59.0,203084,4,1,5,9,4,không
7.8,59.0,203081,4,1,5,9,4,không
6.3,55.0,203071,1,1,5,1,1,không
4.7,42.0,203062,1,1,5,5,1,không
3.33,38.0,203053,1,1,1,1,1,không
2.55,30.0,203052,1,1,1,1,1,không
5.0,31.0,203050,1,1,1,1,1,không
4.0,40.0,203047,4,4,4,4,4,không
9.2,70.0,203045,5,4,6,5,1,đầy đủ
0.0,0.0,203038,1,1,1,1,1,không
3.7,35.0,203156,5,3,5,3,4,đầy đủ
3.6,48.0,203034,1,1,1,1,1,không
4.3,120.0,203033,7,1,1,1,1,không
3.5,33.0,203031,1,1,4,3,1,không
1.85,21.0,203029,1,1,4,3,1,không
1.85,21.0,203028,1,1,4,3,1,không
4.7,46.0,203027,5,3,2,1,1,không
7.1,54.0,203025,4,3,4,5,4,không
3.7,25.0,199377,7,4,3,2,2,không
3.8,45.0,203024,4,4,4,6,6,không
3.5,25.0,199480,7,4,3,2,2,không
11.0,68.0,199514,5,4,6,1,1,không
3.25,0.0,203022,1,1,1,1,1,không
3.26,0.0,203020,1,1,1,1,1,không
3.0,35.0,203012,5,3,5,4,1,không
0.0,0.0,203011,5,3,5,1,1,không
6.6,50.0,203010,4,5,5,1,1,không
15.0,70.0,203009,5,4,1,1,1,không
4.55,60.0,203006,4,3,3,3,1,đầy đủ
2.25,30.0,202992,1,1,4,2,1,không
3.2,30.0,202991,1,1,4,3,1,không
3.9,62.0,202986,1,1,4,1,1,không
5.5,45.0,202985,1,1,1,1,1,không
12.5,65.0,202982,1,1,1,1,1,không
4.2,50.0,202981,1,1,5,1,1,không
5.8,40.0,203054,4,5,5,3,4,đầy đủ
2.83,40.0,202975,5,1,4,4,1,đầy đủ
2.83,40.0,202971,1,1,4,5,1,đầy đủ
4.25,36.0,202970,4,3,5,4,4,không
9.3,60.0,203043,6,5,7,8,5,đầy đủ
4.0,36.0,200771,1,1,1,1,1,không
14.6,0.0,201920,1,1,1,1,1,không
3.5,57.0,201948,1,1,5,1,1,không
2.4,30.0,201980,1,1,1,1,1,không
1.25,30.0,202002,1,1,1,1,1,không
14.0,205.0,202031,1,1,4,1,1,không
1.55,15.0,202052,1,1,1,1,1,không
8.2,75.0,202178,1,1,1,1,1,không
3.35,51.0,202192,1,1,1,1,1,không
3.0,30.0,202211,1,1,1,1,1,không
1.9,21.0,202352,1,1,3,1,1,không
4.3,47.0,202363,1,1,1,1,1,không
5.0,40.0,202969,1,1,1,1,1,không
7.8,62.0,202958,4,1,3,1,1,không
1.6,30.0,202956,5,3,1,1,1,không
12.0,68.0,202949,1,1,1,1,1,không
3.8,45.0,202948,6,2,5,4,4,không
1.4,17.0,202947,2,1,3,1,1,đầy đủ
4.5,40.0,202945,4,3,5,6,4,đầy đủ
3.0,45.0,202939,1,1,1,1,1,không
9.9,60.0,202937,1,1,1,1,1,không
7.55,58.0,202924,3,4,3,3,1,đầy đủ
3.0,30.0,202922,1,1,1,1,1,không
6.9,50.0,202919,4,5,6,3,5,không
7.5,55.0,202908,3,4,3,3,1,đầy đủ
9.85,45.0,202900,1,1,1,1,1,không
2.83,40.0,202870,1,1,4,5,1,đầy đủ
2.83,40.0,202865,5,1,4,4,1,đầy đủ
13.3,82.0,202853,6,6,5,7,1,không
0.0,65.0,202849,6,1,5,1,1,không
1.85,21.0,202848,1,1,4,2,1,không
2.15,36.0,202847,1,1,2,4,1,không
4.3,45.0,202846,1,1,1,1,1,không
2.8,30.0,202842,1,1,1,1,1,không
14.0,40.0,199547,1,1,1,1,1,đầy đủ
11.2,54.0,199801,4,3,4,5,1,đầy đủ
11.2,54.0,199945,4,3,4,5,1,đầy đủ
9.0,55.0,200295,5,3,5,7,1,đầy đủ
9.1,55.0,200303,6,1,4,1,1,đầy đủ
9.2,59.0,200376,6,7,5,7,1,đầy đủ
9.2,55.0,200464,6,1,4,1,1,đầy đủ
10.0,75.0,200837,5,1,7,1,1,đầy đủ
11.0,90.0,200879,5,1,4,1,1,đầy đủ
7.5,55.0,202839,3,4,3,3,1,đầy đủ
2.83,40.0,202838,5,1,4,4,1,đầy đủ
7.6,57.0,202836,3,4,3,3,1,đầy đủ
2.83,40.0,202835,1,1,4,5,1,đầy đủ
3.65,36.0,202833,5,4,5,5,4,không
18.25,90.0,202830,6,40,6,4,6,không
0.0,0.0,201655,1,1,1,1,1,không
0.0,0.0,201675,1,1,1,1,1,không
11.0,72.0,202819,1,1,1,1,1,không
3.15,36.0,202799,1,1,1,1,1,không
3.2,52.0,202776,5,1,4,4,1,đầy đủ
3.2,52.0,202777,5,1,4,4,1,đầy đủ
3.2,52.0,202770,5,1,4,4,1,đầy đủ
0.0,0.0,202763,1,1,1,1,1,không
0.0,0.0,202764,1,1,1,1,1,không
0.0,0.0,202765,1,1,1,1,1,không
3.45,35.0,202761,5,1,6,3,4,không
4.5,60.0,202760,1,1,1,3,3,không
3.95,43.0,202758,4,3,4,5,4,không
6.8,50.0,202746,5,5,5,4,4,cơ bản
8.7,60.0,202744,7,9,5,6,1,đầy đủ
4.2,60.0,202741,1,1,1,1,1,không
104.0,34.0,202739,4,1,5,4,1,không
243.0,149.6,198892,1,1,1,1,1,không
243.0,149.6,199277,1,1,1,1,1,không
243.0,149.6,199406,1,1,1,1,1,không
243.0,149.6,199502,1,1,1,1,1,không
25.456,116.0,199638,1,1,1,1,1,không
243.0,149.6,200160,1,1,1,1,1,không
6.5,55.0,202874,4,6,5,6,1,đầy đủ
8.5,90.0,202730,1,1,1,1,1,không
3.8,42.0,202729,1,1,1,1,1,không
3.4,50.0,202727,1,1,1,1,1,không
4.9,65.0,202723,1,7,1,1,1,không
8.0,98.0,202706,1,1,1,1,1,không
12.0,75.0,202850,4,6,5,6,1,đầy đủ
0.0,38.0,202702,1,1,3,2,1,không
6.3,57.0,202701,4,3,5,4,4,đầy đủ
2.9,38.0,202699,1,1,3,2,1,không
0.0,0.0,202698,8,1,4,3,1,không
3.0,47.0,202694,1,1,4,8,1,không
3.8,42.0,202688,4,3,5,4,4,không
1.95,25.0,202685,4,4,3,3,3,không
5.0,0.0,202680,1,1,1,1,1,không
3.35,35.0,202677,1,1,1,1,1,không
4.3,56.0,202676,1,1,1,1,1,không
3.85,50.0,202670,1,1,1,1,1,không
7.75,50.0,202658,3,4,4,3,1,đầy đủ
2.5,26.0,202650,5,2,5,3,1,đầy đủ
2.2,26.0,202648,5,2,3,2,1,đầy đủ
0.0,0.0,202638,1,1,1,1,1,không
7.7,49.0,202625,3,4,4,3,1,đầy đủ
2.2,22.0,202620,4,3,6,3,1,đầy đủ
0.0,0.0,202616,1,1,1,1,1,không
7.7,50.0,202610,3,4,4,3,1,đầy đủ
3.35,36.0,202607,1,1,1,1,1,không
4.5,39.0,202030,4,3,5,4,4,không
13.0,40.0,201910,4,4,5,4,4,không
5.65,38.0,201898,4,4,5,5,3,không
3.6,46.0,201853,4,4,2,2,2,không
3.6,35.0,202594,1,1,4,3,4,không
3.55,48.0,202591,5,1,3,3,3,không
1.98,24.0,202580,1,1,1,1,1,không
5.9,55.0,202575,1,1,1,1,1,không
2.9,35.0,202570,4,1,5,3,3,không
3.25,35.0,202565,1,1,1,1,1,không
5.98,50.0,202564,4,1,5,6,4,cơ bản
8.7,90.0,202561,1,1,3,5,1,không
43.0,41.0,202560,5,1,3,1,1,đầy đủ
2.95,37.0,202554,1,1,5,3,1,không
1.95,40.0,202550,4,1,4,5,1,không
3.45,40.0,202714,4,3,5,3,3,đầy đủ
4.3,41.0,202548,5,1,3,3,1,đầy đủ
11.6,63.0,202541,5,8,4,4,1,không
4.55,55.0,202535,8,4,4,6,6,không
4.3,40.0,202531,1,1,1,1,1,không
8.9,70.0,202530,4,4,6,5,5,đầy đủ
5.5,52.0,202529,1,1,56,6,1,không
2.6,25.0,202528,1,1,1,1,1,không
3.7,35.0,202526,1,1,5,6,1,không
3.05,30.0,202522,1,1,4,3,3,không
9.9,65.0,202516,5,6,7,4,1,đầy đủ
3.8,38.0,202513,4,3,5,4,4,không
2.2,22.0,202509,1,1,1,1,1,không
3.2,34.0,202508,1,1,1,1,1,không
4.0,28.0,202502,1,1,1,1,1,không
4.0,28.0,202503,1,1,1,1,1,không
1.95,27.0,202500,1,1,1,1,1,không
1.99,27.0,201609,3,1,1,1,1,không
35.0,96.0,199320,5,30,7,8,1,đầy đủ
4.45,48.0,199319,6,8,5,4,1,đầy đủ
3.9,48.0,199153,4,8,4,4,1,cơ bản
4.1,45.0,199151,5,10,5,6,1,cơ bản
16.5,148.0,198936,12,36,5,5,1,cơ bản
15.2,95.0,200073,12,32,4,4,1,cơ bản
7.0,55.0,200074,5,26,5,4,1,đầy đủ
9.0,68.0,200433,6,30,7,6,1,cơ bản
4.45,42.0,200434,4,8,5,4,1,đầy đủ
13.5,96.0,200587,21,30,5,5,1,cơ bản
13.0,240.0,200588,5,80,4,4,1,đầy đủ
3.0,40.0,200776,4,5,3,3,1,cơ bản
5.5,250.0,200779,5,25,5,5,1,đầy đủ
6.7,50.0,198932,5,6,5,4,1,đầy đủ
2.85,39.0,198657,4,4,5,3,1,cơ bản
3.7,35.0,200014,4,10,5,3,1,cơ bản
6.7,60.0,200013,6,12,5,6,1,cơ bản
3.3,38.0,198656,4,5,5,4,1,cơ bản
3.5,40.0,201090,5,5,6,8,1,đầy đủ
12.2,128.0,201091,5,25,5,6,1,đầy đủ
7.5,110.0,201321,6,18,3,3,1,cơ bản
9.2,50.0,201322,5,20,7,4,1,đầy đủ
7.8,100.0,201616,6,25,4,4,1,cơ bản
3.2,50.0,201617,5,10,4,4,1,cơ bản
2.9,35.0,202483,4,1,5,3,3,không
2.83,35.0,202473,4,1,4,5,1,đầy đủ
3.65,0.0,202465,1,1,5,1,1,không
3.0,35.0,202463,1,1,5,3,1,không
17.4,50.0,202458,1,1,1,1,1,không
4.0,36.0,202443,4,12,4,5,5,không
2.35,36.0,201761,4,4,4,4,3,cơ bản
2.2,35.0,201125,1,1,1,1,1,không
0.0,45.0,201124,1,1,1,1,1,không
3.95,40.0,199770,4,6,4,3,3,không
1.48,20.0,199874,3,1,5,1,1,không
4.5,40.0,199917,6,3,5,4,3,không
2.15,24.0,202440,1,1,1,1,1,không
6.5,60.0,202595,4,3,5,6,1,đầy đủ
3.35,28.0,202435,3,4,4,3,1,đầy đủ
3.5,42.0,202433,4,1,3,3,1,không
2.2,26.0,202431,5,3,3,2,3,đầy đủ
2.9,35.0,202428,4,1,5,3,3,cơ bản
3.3,55.0,202426,1,1,1,1,1,không
3.6,40.0,202423,1,1,1,1,1,không
2.7,33.0,202422,4,3,4,2,1,đầy đủ
3.7,32.0,200784,1,1,1,1,1,không
6.6,51.0,201796,1,1,1,1,1,không
5.98,50.0,202413,4,1,5,6,4,cơ bản
3.65,36.0,202392,1,1,1,1,1,không
2.83,40.0,202383,1,1,1,1,1,không
2.3,25.0,145400,4,3,5,3,3,đầy đủ
5.4,60.0,154220,7,4,4,4,3,cơ bản
4.3,60.0,193735,1,1,1,1,1,không
3.1,35.0,143400,4,9,4,3,3,đầy đủ
2.6,34.0,196670,1,1,1,1,1,không
2.7,30.0,197251,1,1,5,5,1,không
2.65,30.0,198766,1,1,5,1,1,không
2.55,30.0,200666,1,1,5,1,1,không
2.65,36.0,200540,1,1,1,1,1,không
2.45,32.0,200501,1,1,5,3,3,không
3.9,33.0,202381,3,2,5,3,3,đầy đủ
4.75,50.0,202380,5,10,5,6,6,không
4.5,70.0,202379,1,1,1,1,1,không
0.0,33.0,202378,1,1,2,1,1,không
0.0,53.0,202376,7,1,5,8,1,không
2.0,25.0,202369,1,1,1,1,1,không
7.5,55.0,202368,5,10,6,6,6,không
4.45,65.0,202367,1,1,3,4,1,không
8.65,170.0,202359,10,5,3,4,5,không
6.2,260.0,202358,1,1,1,1,1,không
16.8,130.0,202349,1,1,1,1,1,không
7.2,66.0,202348,7,3,4,5,5,không
2.05,23.0,202334,1,1,1,1,1,không
6.2,86.0,202333,5,1,3,1,1,không
3.8,33.0,202329,1,3,3,1,1,không
125.0,505.0,202325,1,1,1,1,1,không
1.98,24.0,200047,3,4,4,3,1,đầy đủ
2.95,27.0,200567,3,4,4,3,1,đầy đủ
2.95,23.0,200573,3,4,4,3,1,đầy đủ
3.9,35.0,201443,3,4,4,3,1,đầy đủ
2.1,33.0,199731,3,4,2,3,1,đầy đủ
3.8,33.0,202320,1,1,3,1,1,không
5.0,37.0,202319,3,4,5,3,1,đầy đủ
5.98,50.0,202312,4,2,5,6,4,cơ bản
11.5,65.0,202309,6,6,5,6,1,đầy đủ
9.6,61.0,202308,7,1,5,9,4,không
8.98,36.0,202307,1,1,1,1,1,không
3.45,35.0,202303,5,1,6,3,4,đầy đủ
7.8,56.0,200069,5,5,5,2,1,đầy đủ
7.8,56.0,200279,4,5,5,2,1,đầy đủ
7.8,56.0,200283,5,5,5,2,1,không
7.8,56.0,200443,5,5,5,2,1,đầy đủ
7.8,56.0,200634,5,5,5,2,1,đầy đủ
7.8,56.0,200857,4,5,5,2,1,đầy đủ
7.8,56.0,200643,5,5,5,2,1,đầy đủ
7.8,56.0,200866,4,5,5,2,1,đầy đủ
2.5,34.0,201293,4,1,4,4,3,đầy đủ
2.5,34.0,201294,4,1,4,4,3,đầy đủ
7.8,56.0,201092,4,5,5,2,1,đầy đủ
7.8,56.0,200718,4,5,5,2,1,không
7.8,56.0,200518,5,5,5,2,1,đầy đủ
7.8,56.0,200387,5,5,5,2,1,đầy đủ
7.8,56.0,200052,5,5,5,2,1,đầy đủ
3.25,50.0,202293,1,1,1,1,1,không
3.25,55.0,202290,1,1,1,1,1,không
2.8,40.0,202288,4,3,4,4,1,không
6.27,0.0,196612,5,1,5,4,1,không
3.9,35.0,196552,1,1,5,1,1,không
3.2,50.0,195753,3,1,4,1,1,không
2.95,34.0,195707,4,1,5,4,1,không
4.8,47.0,197648,4,1,4,5,1,không
3.95,45.0,197386,4,1,5,1,1,không
2.95,38.0,197125,4,1,5,1,1,không
13.5,55.0,197044,5,32,6,6,1,không
3.35,0.0,198210,1,4,5,4,1,không
4.95,50.0,202280,4,5,5,6,6,không
3.15,31.0,202272,1,1,1,1,1,không
3.3,50.0,202270,1,1,1,1,1,không
3.5,34.0,202266,4,1,4,1,1,không
5.4,52.0,202265,1,1,1,1,1,không
4.2,58.0,202258,4,4,4,6,4,không
3.7,44.0,202253,1,1,5,1,1,không
3.3,38.0,199233,4,2,3,1,1,không
2.65,45.0,202249,1,3,1,1,1,không
4.65,56.0,202248,4,1,5,1,1,không
5.5,50.0,202398,4,4,5,4,1,đầy đủ
